"","yyyymm","D12","E12","b/m","tbl","AAA","BAA","lty","ntis","Rfree","infl","ltr","corpr","svar","csp","return"
"488",196109,1.96,3.05,0.527516721,0.0228,0.0445,0.0512,0.0403,0.024963387,0.0017,0.003344482,0.0129,0.0144,0.0008225,-0.002292368,-0.0198819605443452
"489",196110,1.98,3.0967,0.525485851,0.023,0.0442,0.0513,0.04,0.025835909,0.0019,0,0.0071,0.0127,0.000267509,-0.00203613,0.0279294105147887
"490",196111,2,3.1433,0.512610865,0.0248,0.0439,0.0511,0.0404,0.025570613,0.0015,0,-0.002,0.0028,0.00036039,-0.002073447,0.0385927555646353
"491",196112,2.02,3.19,0.505922258,0.026,0.0442,0.051,0.0415,0.022324288,0.0019,0,-0.0125,-0.0026,0.000336902,-0.002210744,0.00321971300752111
"492",196201,2.0267,3.25,0.528428571,0.0272,0.0442,0.0508,0.0419,0.024721355,0.0024,0,-0.0014,0.008,0.000811531,-0.002298745,-0.0386115346591218
"493",196202,2.0333,3.31,0.522420733,0.0273,0.0442,0.0507,0.0414,0.028783381,0.002,0.003333333,0.0103,0.0052,0.000265097,-0.002209728,0.0161386788070628
"494",196203,2.04,3.37,0.545724592,0.0272,0.0439,0.0504,0.0398,0.024075304,0.002,0,0.0253,0.0151,0.000279492,-0.002884136,-0.00587773178094952
"495",196204,2.0467,3.4033,0.579862625,0.0273,0.0433,0.0502,0.0394,0.025152092,0.0022,0.003322259,0.0082,0.0142,0.001019691,-0.002394846,-0.0639731406166391
"496",196205,2.0533,3.4367,0.628994392,0.0269,0.0428,0.05,0.0393,0.027722355,0.0024,0,0.0046,0,0.010914839,-0.002905911,-0.0899139746177982
"497",196206,2.06,3.47,0.687357469,0.0273,0.0428,0.0502,0.0401,0.026455442,0.002,0,-0.0076,-0.0026,0.00616113,-0.002795277,-0.0853814344384043
"498",196207,2.0667,3.49,0.64522603,0.0292,0.0434,0.0505,0.0412,0.030485904,0.0027,0.003311258,-0.0109,-0.0015,0.001843477,-0.002562627,0.0616233171524181
"499",196208,2.0733,3.51,0.633310352,0.0282,0.0435,0.0506,0.0401,0.029328751,0.0023,0,0.0187,0.0143,0.000801952,-0.002749597,0.0151685907909185
"500",196209,2.08,3.53,0.666344261,0.0278,0.0432,0.0503,0.0398,0.030601614,0.0021,0.00330033,0.0061,0.0089,0.001176998,-0.002921802,-0.0494077431947595
"501",196210,2.0967,3.5767,0.654153314,0.0274,0.0428,0.0499,0.0395,0.028094504,0.0025,0,0.0084,0.0068,0.003452108,-0.002283763,0.00443302437113946
"502",196211,2.1133,3.6233,0.594178346,0.0283,0.0425,0.0496,0.0396,0.024810507,0.002,0,0.0021,0.0062,0.001274783,-0.002819534,0.0967246071971353
"503",196212,2.13,3.67,0.591627051,0.0287,0.0424,0.0492,0.0395,0.01996807,0.0023,0,0.0035,0.0023,0.000543882,-0.002796575,0.0134016045337058
"504",196301,2.1367,3.6833,0.564984989,0.0291,0.0421,0.0491,0.0398,0.017136274,0.0025,0,-0.0001,0.0059,0.00069977,-0.00305027,0.0479596933957946
"505",196302,2.1433,3.6967,0.581953118,0.0292,0.0419,0.0489,0.04,0.01323679,0.0023,0,0.0008,0.0023,0.000392133,-0.003089722,-0.029276364789367
"506",196303,2.15,3.71,0.587528571,0.0289,0.0419,0.0488,0.0401,0.014380171,0.0023,0.003289474,0.0009,0.0026,0.000359936,-0.00299588,0.0348499274590166
"507",196304,2.1667,3.7533,0.558729274,0.029,0.0421,0.0487,0.0405,0.015199427,0.0025,0,-0.0012,-0.0051,0.00032216,-0.002666221,0.0473799841557145
"508",196305,2.1833,3.7967,0.551612193,0.0293,0.0422,0.0485,0.0406,0.014648533,0.0024,0,0.0023,0.0048,0.000303656,-0.002729236,0.0142249909313472
"509",196306,2.2,3.84,0.567281575,0.0299,0.0423,0.0484,0.0407,0.018263203,0.0023,0.003278689,0.0019,0.0043,0.000261098,-0.002771582,-0.0204045033024638
"510",196307,2.2033,3.88,0.576621659,0.0318,0.0426,0.0484,0.0407,0.009318732,0.0027,0.003267974,0.0031,0.0028,0.000529797,-0.002038984,-0.0034657074400366
"511",196308,2.2067,3.92,0.549827236,0.0332,0.0429,0.0483,0.0408,0.009520076,0.0025,0,0.0021,0.0035,0.000326909,-0.001955469,0.0475977719034555
"512",196309,2.21,3.96,0.547223625,0.0338,0.0431,0.0484,0.041,0.010313262,0.0027,0,0.0004,-0.0023,0.00032991,-0.001524392,-0.0110958142550537
"513",196310,2.2333,3.98,0.530964077,0.0345,0.0432,0.0483,0.0415,0.010279966,0.0029,0.003257329,-0.0026,0.0049,0.000503532,-0.001756359,0.0317094716037998
"514",196311,2.2567,4,0.534296221,0.0352,0.0433,0.0484,0.0414,0.006012545,0.0027,0,0.0051,0.0015,0.003110166,-0.001757576,-0.0105950461363964
"515",196312,2.28,4.02,0.525591454,0.0352,0.0435,0.0485,0.0417,0.00895473,0.0029,0.003246753,-0.0006,-0.0034,0.000273567,-0.001496869,0.0241495715807627
"516",196401,2.2967,4.0733,0.510606871,0.0352,0.0439,0.0483,0.0421,0.014293571,0.003,0,-0.0014,0.0087,0.000183341,-0.001727961,0.026570022836129
"517",196402,2.3133,4.1267,0.501162297,0.0353,0.0436,0.0483,0.0424,0.017407919,0.0026,0,-0.0011,0.0054,0.0000717,-0.001488416,0.00981666369447609
"518",196403,2.33,4.18,0.523675442,0.0354,0.0438,0.0483,0.0424,0.017783239,0.0031,0,0.0037,-0.0062,0.000114711,-0.001857946,0.0150532246741575
"519",196404,2.3467,4.23,0.525303107,0.0347,0.044,0.0485,0.0423,0.020768003,0.0029,0,0.0047,0.004,0.000254755,-0.001983503,0.00605909452794862
"520",196405,2.3633,4.28,0.51903578,0.0348,0.0441,0.0485,0.0422,0.021179316,0.0026,0,0.005,0.0057,0.000225777,-0.001928923,0.0113872218381745
"521",196406,2.38,4.33,0.512206855,0.0348,0.0441,0.0485,0.0419,0.02050298,0.003,0.003236246,0.0069,0.0048,0.000397851,-0.00198863,0.0162906231291506
"522",196407,2.4,4.3767,0.506360718,0.0346,0.044,0.0483,0.0421,0.021312691,0.003,0.003225807,0.0008,0.0052,0.000198907,-0.002237911,0.0180753389609878
"523",196408,2.42,4.4233,0.507942944,0.035,0.0441,0.0482,0.0423,0.020696675,0.0028,-0.003215434,0.002,0.0037,0.000425926,-0.001872056,-0.0163630097754748
"524",196409,2.44,4.47,0.486537121,0.0353,0.0442,0.0482,0.0421,0.020403146,0.0028,0.003225807,0.005,0.0021,0.000170497,-0.001953168,0.0283134388031341
"525",196410,2.46,4.4967,0.487813259,0.0357,0.0442,0.0481,0.0421,0.020115793,0.0029,0,0.0043,0.005,0.000187044,-0.002225736,0.00804547643175457
"526",196411,2.48,4.5233,0.486503775,0.0364,0.0443,0.0481,0.0422,0.019167478,0.0029,0.003215434,0.0017,-0.0004,0.000212866,-0.002480246,-0.00519849941982642
"527",196412,2.5,4.55,0.4872273,0.0384,0.0444,0.0481,0.0423,0.023095369,0.0031,0,0.003,0.0088,0.000351213,-0.002380573,0.00390140590620724
"528",196501,2.5167,4.5933,0.471723191,0.0381,0.0443,0.048,0.0422,0.017903801,0.0028,0,0.004,0.0081,0.000165813,-0.002200744,0.0326185263941019
"529",196502,2.5333,4.6367,0.471399478,0.0393,0.0441,0.0478,0.0424,0.014823267,0.003,0,0.0014,0.0009,0.000393197,-0.002201776,-0.00148579946186267
"530",196503,2.55,4.68,0.469489905,0.0393,0.0442,0.0478,0.0422,0.019134281,0.0036,0.003205128,0.0054,0.0012,0.00014462,-0.002137368,-0.0146324403446663
"531",196504,2.57,4.7333,0.452559335,0.0393,0.0443,0.048,0.0422,0.014722572,0.0031,0.003194888,0.0036,0.0021,0.00016276,-0.002142974,0.0336655287764955
"532",196505,2.59,4.7867,0.454664285,0.0389,0.0444,0.0481,0.0423,0.016245057,0.0031,0,0.0018,-0.0008,0.000333764,-0.002565615,-0.00777337322653171
"533",196506,2.61,4.84,0.480858957,0.038,0.0446,0.0485,0.0423,0.017551223,0.0035,0.006369427,0.0047,0.0003,0.001829375,-0.00238082,-0.0498538375635977
"534",196507,2.6267,4.8867,0.473382176,0.0384,0.0448,0.0488,0.0424,0.015627494,0.0031,0,0.0022,0.0019,0.000521866,-0.001918184,0.0133437653291271
"535",196508,2.6433,4.9333,0.467360878,0.0384,0.0449,0.0488,0.0428,0.015601188,0.0033,0,-0.0013,-0.0006,0.000107534,-0.001735749,0.0222721188598589
"536",196509,2.66,4.98,0.448537471,0.0392,0.0452,0.0491,0.0433,0.01689539,0.0031,0,-0.0034,-0.0015,0.000299101,-0.001395145,0.0315048920676295
"537",196510,2.68,5.05,0.434420599,0.0403,0.0456,0.0493,0.0433,0.017464193,0.0031,0.003164557,0.0027,0.0046,0.000188379,-0.000998554,0.026978278351006
"538",196511,2.7,5.12,0.440895311,0.0409,0.046,0.0495,0.0441,0.0207625,0.0035,0,-0.0062,-0.0057,0.000141419,-0.00101973,-0.00880296941500358
"539",196512,2.72,5.19,0.430637806,0.0438,0.0468,0.0502,0.045,0.020837519,0.0033,0.003154574,-0.0078,-0.0149,0.000301366,-0.000812888,0.00891116524956903
"540",196601,2.74,5.24,0.424398328,0.0459,0.0474,0.0506,0.0457,0.020278627,0.0038,0,-0.0104,0.0022,0.000151804,-0.000539762,0.00485673611295034
"541",196602,2.76,5.29,0.438496045,0.0465,0.0478,0.0512,0.0477,0.020025974,0.0035,0.006289308,-0.025,-0.0113,0.000337066,-0.000793696,-0.0180341661060819
"542",196603,2.78,5.34,0.490175936,0.0459,0.0492,0.0532,0.046,0.01678818,0.0038,0.003125,0.0296,-0.0059,0.000931008,-0.000488877,-0.0220568653714945
"543",196604,2.7967,5.38,0.485498244,0.0462,0.0496,0.0541,0.0467,0.015636251,0.0034,0.00623053,-0.0063,0.0013,0.000351265,-0.000776857,0.020301323994576
"544",196605,2.8133,5.42,0.512742204,0.0464,0.0498,0.0548,0.0473,0.015945601,0.0041,0,-0.0059,-0.0026,0.001935475,-0.000420746,-0.0556608471055533
"545",196606,2.83,5.46,0.520974601,0.045,0.0507,0.0558,0.0477,0.017122956,0.0038,0.003095975,-0.0016,0.003,0.000501207,-0.000666017,-0.0162700376026699
"546",196607,2.85,5.4767,0.534943001,0.048,0.0516,0.0568,0.0482,0.018641264,0.0035,0.00308642,-0.0037,-0.0098,0.001013785,-0.001022473,-0.0135442251077569
"547",196608,2.87,5.4933,0.574954656,0.0496,0.0531,0.0583,0.0499,0.021470271,0.0041,0.006153846,-0.0206,-0.0259,0.003165235,-0.001167014,-0.0809402395213725
"548",196609,2.89,5.51,0.585492496,0.0537,0.0549,0.0609,0.048,0.016984459,0.004,0,0.0332,0.0078,0.001600311,-0.001706522,-0.00702853342458454
"549",196610,2.8833,5.5233,0.561661318,0.0535,0.0541,0.061,0.0467,0.01518408,0.0045,0.006116208,0.0228,0.0261,0.002546777,-0.001371626,0.0464487677277701
"550",196611,2.8767,5.5367,0.57264493,0.0532,0.0535,0.0613,0.048,0.017549637,0.004,0,-0.0148,-0.002,0.000774416,-0.001140659,0.0031123585659234
"551",196612,2.87,5.55,0.576945106,0.0496,0.0539,0.0618,0.0455,0.01720763,0.004,0,0.0413,0.0201,0.000626942,-0.0000499,-0.00149272325267091
"552",196701,2.88,5.5167,0.533363141,0.0472,0.052,0.0597,0.0448,0.015697522,0.0043,0,0.0154,0.045,0.000733488,0.000249178,0.0752721321572318
"553",196702,2.89,5.4833,0.540047893,0.0456,0.0503,0.0582,0.0465,0.017700931,0.0036,0,-0.0221,-0.0201,0.000412404,0.000555256,0.00196089802725119
"554",196703,2.9,5.45,0.549550798,0.0426,0.0513,0.0585,0.0455,0.014921235,0.0039,0.003039514,0.0198,0.0117,0.000501136,0.000718071,0.0386532466983738
"555",196704,2.9,5.41,0.530516694,0.0384,0.0511,0.0583,0.0477,0.015045877,0.0032,0.003030303,-0.0291,-0.0071,0.000837097,0.000583468,0.0413717325218812
"556",196705,2.9,5.37,0.558201182,0.036,0.0524,0.0596,0.0482,0.011464094,0.0033,0.003021148,-0.0039,-0.0254,0.00089034,0.001362968,-0.0538663172012921
"557",196706,2.9,5.33,0.553204845,0.0354,0.0544,0.0615,0.0507,0.010152824,0.0027,0.003012048,-0.0312,-0.0223,0.001070733,0.001729455,0.0173607743305837
"558",196707,2.9067,5.32,0.526298328,0.0421,0.0558,0.0626,0.0505,0.006687004,0.0031,0.003003003,0.0068,0.0041,0.000218447,0.001654099,0.0443462272427846
"559",196708,2.9133,5.31,0.528020948,0.0427,0.0562,0.0633,0.0514,0.005841315,0.0031,0.002994012,-0.0084,-0.0007,0.000296618,0.002082412,-0.0117842013398253
"560",196709,2.92,5.3,0.513564846,0.0442,0.0565,0.064,0.0517,0.005599816,0.0032,0.002985075,-0.0004,0.0094,0.000358544,0.002264023,0.0322591671061616
"561",196710,2.92,5.31,0.540955282,0.0456,0.0582,0.0652,0.0549,0.003715221,0.0039,0.002976191,-0.04,-0.0281,0.000444903,0.002294072,-0.0294864235146548
"562",196711,2.92,5.32,0.543382697,0.0473,0.0607,0.0672,0.0567,0.002772998,0.0036,0.002967359,-0.0196,-0.0272,0.000954783,0.002849315,0.00106439605578679
"563",196712,2.92,5.33,0.525792445,0.0497,0.0619,0.0693,0.0556,0.01436111,0.0033,0.00295858,0.0192,0.0127,0.000270899,0.002952225,0.0259372969124581
"564",196801,2.93,5.3667,0.556302384,0.05,0.0617,0.0684,0.0536,0.012854235,0.004,0.005899705,0.0328,0.0361,0.000483319,0.002504381,-0.0448382032216585
"565",196802,2.94,5.4033,0.566210589,0.0498,0.061,0.068,0.0542,0.01045081,0.0039,0.002932551,-0.0033,0.0037,0.000820445,0.002556189,-0.031720721199858
"566",196803,2.95,5.44,0.566809807,0.0517,0.0611,0.0685,0.056,0.012677246,0.0038,0.002923977,-0.0212,-0.0197,0.001395481,0.003403219,0.00935627230763281
"567",196804,2.9633,5.4833,0.522352064,0.0538,0.0621,0.0697,0.0547,0.008140239,0.0043,0.002915452,0.0227,0.0048,0.001607575,0.00369931,0.0787456020847914
"568",196805,2.9767,5.5267,0.53003337,0.0566,0.0627,0.0703,0.0547,0.010646501,0.0045,0.002906977,0.0043,0.0032,0.000386531,0.002964897,0.0111072625077862
"569",196806,2.99,5.57,0.530741813,0.0552,0.0628,0.0707,0.0534,0.012090181,0.0043,0.005797101,0.023,0.0122,0.000499505,0.002626874,0.00907904955288075
"570",196807,3.0033,5.6,0.539637599,0.0531,0.0624,0.0698,0.0517,0.013885528,0.0048,0.005763689,0.0289,0.0341,0.000756619,0.002616385,-0.0186504493720276
"571",196808,3.0167,5.63,0.5318021,0.0509,0.0602,0.0682,0.052,0.018035138,0.0042,0.00286533,-0.0003,0.0206,0.000316403,0.002881583,0.0113938160368043
"572",196809,3.03,5.66,0.509195439,0.0519,0.0597,0.0679,0.0531,0.018287123,0.0043,0.002857143,-0.0102,-0.0053,0.000268232,0.002411819,0.0378152534320604
"573",196810,3.0433,5.6933,0.500320247,0.0535,0.0609,0.0684,0.0543,0.019410182,0.0044,0.005698006,-0.0132,-0.016,0.000268403,0.002547129,0.00718170788601036
"574",196811,3.0567,5.7267,0.483717059,0.0545,0.0619,0.0701,0.0566,0.021188786,0.0042,0.002832861,-0.0269,-0.0226,0.000262966,0.002462321,0.0468496287380198
"575",196812,3.07,5.76,0.504900662,0.0596,0.0645,0.0723,0.0598,0.031961447,0.0043,0.002824859,-0.0363,-0.0233,0.000333975,0.002347561,-0.0425074595187311
"576",196901,3.08,5.78,0.503673167,0.0614,0.0659,0.0732,0.0617,0.036524492,0.0053,0.002816901,-0.0206,0.0139,0.00060677,0.00219688,-0.0082177675205708
"577",196902,3.09,5.8,0.52639719,0.0612,0.0666,0.073,0.0618,0.041317329,0.0046,0.005617978,0.0042,-0.016,0.000595596,0.002335729,-0.0485329406771999
"578",196903,3.1,5.82,0.557040236,0.0602,0.0685,0.0751,0.062,0.039508004,0.0046,0.008379888,0.001,-0.02,0.000541631,0.002297385,0.0338641855779382
"579",196904,3.11,5.8267,0.548422404,0.0611,0.0689,0.0754,0.0593,0.044290952,0.0053,0.005540166,0.0427,0.0335,0.000550412,0.001884274,0.0212483627738465
"580",196905,3.12,5.8333,0.555804429,0.0604,0.0679,0.0752,0.0635,0.044005646,0.0048,0.002754821,-0.049,-0.0227,0.000426897,0.001576849,-0.0022206139948171
"581",196906,3.13,5.84,0.596777334,0.0644,0.0698,0.077,0.0623,0.04515276,0.0051,0.005494506,0.0214,0.0035,0.000752237,0.001192764,-0.0571811566191176
"582",196907,3.1367,5.8567,0.63901799,0.07,0.0708,0.0784,0.0621,0.051160886,0.0053,0.005464481,0.0079,0.0005,0.00230565,0.001560761,-0.0620648663308208
"583",196908,3.1433,5.8733,0.622788986,0.0698,0.0697,0.0786,0.063,0.046914753,0.005,0.005434783,-0.0069,-0.002,0.000918234,0.001476737,0.0392919124212154
"584",196909,3.15,5.89,0.640888463,0.0709,0.0714,0.0805,0.0677,0.048391224,0.0062,0.002702703,-0.0531,-0.0244,0.000891588,0.002174667,-0.0253419700635185
"585",196910,3.1533,5.8533,0.608768794,0.07,0.0733,0.0822,0.0653,0.048630281,0.006,0.005390836,0.0365,0.0127,0.000753723,0.00184468,0.0432931654647941
"586",196911,3.1567,5.8167,0.641511757,0.0724,0.0735,0.0825,0.0676,0.047904009,0.0052,0.00536193,-0.0243,-0.0471,0.000509136,0.001540825,-0.0359106893100627
"587",196912,3.16,5.78,0.651082013,0.0782,0.0772,0.0865,0.0687,0.034273783,0.0064,0.005333333,-0.0068,-0.0134,0.001163555,0.000822252,-0.0188309217487639
"588",197001,3.1633,5.73,0.700346746,0.0787,0.0791,0.0886,0.0693,0.034473208,0.006,0.00265252,-0.0021,0.0141,0.001067097,0.000907608,-0.0795540154584513
"589",197002,3.1667,5.68,0.670147507,0.0713,0.0793,0.0878,0.0651,0.035855217,0.0062,0.005291005,0.0587,0.0401,0.001058712,0.000378919,0.0513521023501653
"590",197003,3.17,5.63,0.690326769,0.0663,0.0784,0.0863,0.0661,0.035841581,0.0057,0.005263158,-0.0068,-0.0045,0.000963539,-0.000431436,0.00145146008846098
"591",197004,3.1733,5.5933,0.736750581,0.0651,0.0783,0.087,0.0699,0.035712125,0.005,0.007853403,-0.0413,-0.025,0.001614677,0.000493994,-0.0948416964548011
"592",197005,3.1767,5.5567,0.774227628,0.0684,0.0811,0.0898,0.0743,0.038661028,0.0053,0.002597403,-0.0468,-0.0163,0.008151854,-0.000237626,-0.0629042668107767
"593",197006,3.18,5.52,0.793381417,0.0668,0.0848,0.0925,0.0709,0.042290748,0.0058,0.005181347,0.0486,0.0001,0.002651911,-0.000252295,-0.0513276722344695
"594",197007,3.1833,5.4667,0.738707568,0.0645,0.0844,0.094,0.0687,0.043073822,0.0052,0.005154639,0.0319,0.0556,0.002126476,0.00032781,0.0707331970922178
"595",197008,3.1867,5.4133,0.709278297,0.0641,0.0813,0.0944,0.0694,0.038729253,0.0053,0,-0.0019,0.01,0.001887104,0.001517596,0.0434987419530284
"596",197009,3.19,5.36,0.712914761,0.0612,0.0809,0.0939,0.068,0.037942419,0.0054,0.005128205,0.0228,0.0139,0.001057965,0.000875697,0.0324652901274316
"597",197010,3.1733,5.2833,0.717698284,0.0591,0.0803,0.0933,0.0693,0.036962491,0.0046,0.005102041,-0.0109,-0.0096,0.001043396,0.000624019,-0.0114655501813479
"598",197011,3.1567,5.2067,0.682920072,0.0528,0.0805,0.0938,0.0637,0.035224928,0.0046,0.005076142,0.0791,0.0584,0.000885454,0.000571135,0.0463562020543806
"599",197012,3.14,5.13,0.646426358,0.0487,0.0764,0.0912,0.0648,0.031461707,0.0042,0.005050505,-0.0084,0.0372,0.0005352,0.001512501,0.0552133532008989
"600",197101,3.13,5.16,0.624409902,0.0444,0.0736,0.0874,0.0612,0.03059313,0.0038,0,0.0506,0.0532,0.000541031,0.001697625,0.0396797254503509
"601",197102,3.12,5.19,0.617070423,0.037,0.0708,0.0839,0.0629,0.025801375,0.0033,0.002512563,-0.0163,-0.0366,0.000451454,0.001894826,0.00903292234370756
"602",197103,3.11,5.22,0.633811383,0.0338,0.0721,0.0846,0.0593,0.026398845,0.003,0.002506266,0.0526,0.0258,0.000492719,0.002105175,0.0361350589855025
"603",197104,3.1067,5.2533,0.608654101,0.0386,0.0725,0.0845,0.0619,0.026556979,0.0028,0.0025,-0.0283,-0.0236,0.000307555,0.002043233,0.0356446234086283
"604",197105,3.1033,5.2867,0.631409656,0.0414,0.0753,0.0862,0.0624,0.029722577,0.0029,0.004987531,-0.0006,-0.0161,0.000539276,0.001824613,-0.0424466902472567
"605",197106,3.1,5.32,0.643221043,0.0475,0.0764,0.0875,0.0641,0.027278498,0.0037,0.007444169,-0.0159,0.0107,0.00092454,0.001377755,0.000702352911027049
"606",197107,3.0967,5.3567,0.667730625,0.054,0.0764,0.0876,0.0643,0.025796321,0.004,0.002463054,0.003,-0.0025,0.000518434,0.001536027,-0.0422020838177799
"607",197108,3.0933,5.3933,0.638257597,0.0494,0.0759,0.0876,0.061,0.026781963,0.0047,0.002457003,0.0471,0.0554,0.002451223,0.001428452,0.0354592413831991
"608",197109,3.09,5.43,0.64608483,0.0469,0.0744,0.0859,0.0598,0.027934417,0.0037,0,0.0204,-0.0102,0.000524264,0.001167068,-0.00699197254941808
"609",197110,3.0833,5.52,0.683194279,0.0446,0.0739,0.0848,0.0588,0.029243829,0.0037,0.00245098,0.0167,0.0282,0.000661936,0.000980804,-0.0426922597651282
"610",197111,3.0767,5.61,0.689489258,0.0422,0.0726,0.0838,0.0596,0.02945191,0.0037,0,-0.0047,0.0029,0.001866256,0.00142819,-0.00255020858645505
"611",197112,3.07,5.7,0.643900247,0.0401,0.0725,0.0838,0.0597,0.034023359,0.0037,0.004889976,0.0044,0.0223,0.001182984,0.00225388,0.0826663835487143
"612",197201,3.07,5.7367,0.635356973,0.0338,0.0719,0.0823,0.0606,0.033075117,0.0029,0,-0.0063,-0.0033,0.000494225,0.002350457,0.0179590323993715
"613",197202,3.07,5.7733,0.617585899,0.032,0.0727,0.0823,0.0602,0.033029779,0.0025,0.00486618,0.0088,0.0107,0.000284384,0.002295508,0.0249882366525691
"614",197203,3.07,5.81,0.645901988,0.0373,0.0724,0.0824,0.0613,0.031723183,0.0027,0.002421308,-0.0082,0.0024,0.000545104,0.002239723,0.00589420240383642
"615",197204,3.07,5.8633,0.636783802,0.0371,0.073,0.0824,0.0615,0.032491832,0.0029,0.002415459,0.0027,0.0035,0.000383392,0.002028636,0.0043747451909244
"616",197205,3.07,5.9167,0.632442335,0.0369,0.073,0.0823,0.0597,0.030657067,0.003,0.002409639,0.027,0.0163,0.000769052,0.001828001,0.0171274905080292
"617",197206,3.07,5.97,0.654015479,0.0391,0.0723,0.082,0.0607,0.03419939,0.0029,0.002403846,-0.0065,-0.0068,0.000365352,0.00154141,-0.0220620938828411
"618",197207,3.0733,6.0267,0.657049549,0.0398,0.0721,0.0823,0.0593,0.033325093,0.0031,0.004796163,0.0216,0.003,0.000595487,0.001348536,0.0023306774173113
"619",197208,3.0767,6.0833,0.63046704,0.0402,0.0719,0.0819,0.0595,0.031848785,0.0029,0.002386635,0.0029,0.0072,0.000594999,0.001068882,0.0338736157235058
"620",197209,3.08,6.14,0.637385001,0.0466,0.0722,0.0809,0.0606,0.032869775,0.0034,0.002380952,-0.0083,0.0031,0.000465712,0.000883967,-0.00487277629017591
"621",197210,3.1033,6.2333,0.635884126,0.0474,0.0721,0.0806,0.0591,0.032353444,0.004,0.004750594,0.0234,0.0101,0.000858268,0.000908539,0.00927391511392717
"622",197211,3.1267,6.3267,0.596733483,0.0478,0.0712,0.0799,0.0577,0.03095225,0.0037,0.002364066,0.0226,0.0249,0.000488456,0.000483774,0.0446076144183838
"623",197212,3.15,6.42,0.595674595,0.0507,0.0708,0.0793,0.0599,0.034203484,0.0037,0.002358491,-0.0229,-0.0004,0.000517171,0.000311447,0.0117588266957558
"624",197301,3.1567,6.5467,0.608196032,0.0541,0.0715,0.079,0.0685,0.035647312,0.0044,0.002352941,-0.0321,-0.0054,0.000515604,-0.000120303,-0.017259485172068
"625",197302,3.1633,6.6733,0.636183735,0.056,0.0722,0.0797,0.0688,0.036299867,0.0041,0.007042254,0.0014,0.0023,0.001264594,-0.00020733,-0.0382111393453917
"626",197303,3.17,6.8,0.676018128,0.0609,0.0729,0.0803,0.0686,0.036706149,0.0046,0.009324009,0.0082,0.0045,0.001557564,-0.000695859,-0.00143369200184829
"627",197304,3.1867,6.9433,0.697719849,0.0626,0.0726,0.0809,0.0687,0.037833237,0.0052,0.006928407,0.0046,0.0061,0.00151754,0.000165363,-0.0416555256941749
"628",197305,3.2033,7.0867,0.713215962,0.0636,0.0729,0.0806,0.0703,0.039602216,0.0051,0.006880734,-0.0105,-0.0039,0.003077522,-0.0000734,-0.0190643750513972
"629",197306,3.22,7.23,0.720974308,0.0719,0.0737,0.0813,0.071,0.039013399,0.0051,0.006833713,-0.0021,-0.0056,0.002164603,0.000743978,-0.00659626692668169
"630",197307,3.2367,7.3833,0.693976684,0.0801,0.0745,0.0824,0.076,0.037350063,0.0064,0.002262443,-0.0433,-0.0476,0.001868014,0.00023903,0.0372784128746293
"631",197308,3.2533,7.5367,0.724337235,0.0867,0.0768,0.0853,0.0728,0.037388768,0.007,0.018058691,0.0391,0.0356,0.001095883,0.000252075,-0.0373743315356787
"632",197309,3.27,7.69,0.678808996,0.0829,0.0763,0.0863,0.0703,0.034361226,0.0068,0.002217295,0.0318,0.0356,0.000934558,-0.0000546,0.0393129428051795
"633",197310,3.3067,7.8467,0.672081791,0.0722,0.076,0.0841,0.0689,0.03466033,0.0065,0.008849558,0.0215,-0.0066,0.001344745,-0.000887358,-0.00129198984380174
"634",197311,3.3433,8.0033,0.781878991,0.0783,0.0767,0.0842,0.0712,0.038736339,0.0056,0.006578947,-0.0183,0.0078,0.004369748,-0.001324534,-0.120881375668795
"635",197312,3.38,8.16,0.755588463,0.0745,0.0768,0.0848,0.0726,0.013007395,0.0064,0.006535948,-0.0082,-0.0089,0.005358338,-0.000640199,0.0164336290976266
"636",197401,3.4,8.2267,0.751446438,0.0777,0.0783,0.0848,0.074,0.011626749,0.0063,0.008658009,-0.0083,-0.0053,0.003409472,-0.000936753,-0.0100969330902938
"637",197402,3.42,8.2933,0.747097719,0.0712,0.0785,0.0853,0.0748,0.010918648,0.0058,0.012875537,-0.0024,0.0009,0.001878008,-0.000957314,-0.00363089770751923
"638",197403,3.44,8.36,0.815184013,0.0796,0.0801,0.0862,0.0783,0.010399936,0.0056,0.012711864,-0.0292,-0.0307,0.001693635,-0.001167099,-0.0235552425966379
"639",197404,3.46,8.4867,0.824858082,0.0833,0.0825,0.0887,0.0816,0.009657491,0.0075,0.0041841,-0.0253,-0.0341,0.001729177,-0.001047494,-0.039833797411962
"640",197405,3.48,8.6133,0.860416121,0.0823,0.0837,0.0905,0.081,0.009246923,0.0075,0.0125,0.0123,0.0105,0.002098746,-0.001237991,-0.0341268547378926
"641",197406,3.5,8.74,0.860158772,0.079,0.0847,0.0927,0.0812,0.00802817,0.006,0.008230453,0.0045,-0.0285,0.002300369,-0.001691767,-0.0147740452713077
"642",197407,3.53,8.8633,0.911239322,0.0755,0.0872,0.0948,0.0823,0.006838885,0.007,0.008163265,-0.0029,-0.0211,0.004917516,-0.001999253,-0.0809830721582792
"643",197408,3.56,8.9867,1.017123994,0.0896,0.09,0.0977,0.0855,0.006555224,0.006,0.012145749,-0.0232,-0.0268,0.004791026,-0.00230981,-0.0946169388753484
